respondent_id,survey_year,technology,technology_family,selected
year_3_001181,year_3,ElasticSearch,DATABASE,False
year_3_001182,year_3,ElasticSearch,DATABASE,False
year_3_001183,year_3,ElasticSearch,DATABASE,True
year_3_001185,year_3,ElasticSearch,DATABASE,False
year_3_001186,year_3,ElasticSearch,DATABASE,False
year_3_001187,year_3,ElasticSearch,DATABASE,False
year_3_001188,year_3,ElasticSearch,DATABASE,False
year_3_001189,year_3,ElasticSearch,DATABASE,False
year_3_001190,year_3,ElasticSearch,DATABASE,False
year_3_001191,year_3,ElasticSearch,DATABASE,False
year_3_001192,year_3,ElasticSearch,DATABASE,False
year_3_001194,year_3,ElasticSearch,DATABASE,True
year_3_001195,year_3,ElasticSearch,DATABASE,False
year_3_001197,year_3,ElasticSearch,DATABASE,False
year_3_001199,year_3,ElasticSearch,DATABASE,False
year_3_001200,year_3,ElasticSearch,DATABASE,False
year_3_001201,year_3,ElasticSearch,DATABASE,False
year_3_001203,year_3,ElasticSearch,DATABASE,False
year_3_001205,year_3,ElasticSearch,DATABASE,False
year_3_001207,year_3,ElasticSearch,DATABASE,False
year_3_001209,year_3,ElasticSearch,DATABASE,False
year_3_001210,year_3,ElasticSearch,DATABASE,False
year_3_001211,year_3,ElasticSearch,DATABASE,False
year_3_001213,year_3,ElasticSearch,DATABASE,False
year_3_001214,year_3,ElasticSearch,DATABASE,False
year_3_001215,year_3,ElasticSearch,DATABASE,False
year_3_001216,year_3,ElasticSearch,DATABASE,False
year_3_001218,year_3,ElasticSearch,DATABASE,False
year_3_001219,year_3,ElasticSearch,DATABASE,False
year_3_001221,year_3,ElasticSearch,DATABASE,False
year_3_001222,year_3,ElasticSearch,DATABASE,False
year_3_001224,year_3,ElasticSearch,DATABASE,False
year_3_001225,year_3,ElasticSearch,DATABASE,False
year_3_001226,year_3,ElasticSearch,DATABASE,False
year_3_001227,year_3,ElasticSearch,DATABASE,False
year_3_001228,year_3,ElasticSearch,DATABASE,False
year_3_001229,year_3,ElasticSearch,DATABASE,False
year_3_001231,year_3,ElasticSearch,DATABASE,False
year_3_001232,year_3,ElasticSearch,DATABASE,False
year_3_001233,year_3,ElasticSearch,DATABASE,False
year_3_001234,year_3,ElasticSearch,DATABASE,False
year_3_001235,year_3,ElasticSearch,DATABASE,False
year_3_001237,year_3,ElasticSearch,DATABASE,True
year_3_001238,year_3,ElasticSearch,DATABASE,False
year_3_001239,year_3,ElasticSearch,DATABASE,False
year_3_001240,year_3,ElasticSearch,DATABASE,False
year_3_001241,year_3,ElasticSearch,DATABASE,False
year_3_001242,year_3,ElasticSearch,DATABASE,False
year_3_001243,year_3,ElasticSearch,DATABASE,False
year_3_001244,year_3,ElasticSearch,DATABASE,False
year_3_001245,year_3,ElasticSearch,DATABASE,False
year_3_001246,year_3,ElasticSearch,DATABASE,False
year_3_001247,year_3,ElasticSearch,DATABASE,False
year_3_001248,year_3,ElasticSearch,DATABASE,False
year_3_001249,year_3,ElasticSearch,DATABASE,False
year_3_001250,year_3,ElasticSearch,DATABASE,False
year_3_001251,year_3,ElasticSearch,DATABASE,False
year_3_001257,year_3,ElasticSearch,DATABASE,False
year_3_001258,year_3,ElasticSearch,DATABASE,False
year_3_001259,year_3,ElasticSearch,DATABASE,True
year_3_001261,year_3,ElasticSearch,DATABASE,False
year_3_001265,year_3,ElasticSearch,DATABASE,False
year_3_001266,year_3,ElasticSearch,DATABASE,False
year_3_001267,year_3,ElasticSearch,DATABASE,False
year_3_001271,year_3,ElasticSearch,DATABASE,False
year_3_001272,year_3,ElasticSearch,DATABASE,False
year_3_001273,year_3,ElasticSearch,DATABASE,False
year_3_001275,year_3,ElasticSearch,DATABASE,False
year_3_001276,year_3,ElasticSearch,DATABASE,False
year_3_001277,year_3,ElasticSearch,DATABASE,False
year_3_001278,year_3,ElasticSearch,DATABASE,True
year_3_001279,year_3,ElasticSearch,DATABASE,False
year_3_001280,year_3,ElasticSearch,DATABASE,False
year_3_001284,year_3,ElasticSearch,DATABASE,False
year_3_001285,year_3,ElasticSearch,DATABASE,False
year_3_001286,year_3,ElasticSearch,DATABASE,False
year_3_001287,year_3,ElasticSearch,DATABASE,False
year_3_001288,year_3,ElasticSearch,DATABASE,False
year_3_001289,year_3,ElasticSearch,DATABASE,False
year_3_001290,year_3,ElasticSearch,DATABASE,False
year_3_001291,year_3,ElasticSearch,DATABASE,False
year_3_001293,year_3,ElasticSearch,DATABASE,False
year_3_001294,year_3,ElasticSearch,DATABASE,False
year_3_001295,year_3,ElasticSearch,DATABASE,False
year_3_001297,year_3,ElasticSearch,DATABASE,False
year_3_001299,year_3,ElasticSearch,DATABASE,False
year_3_001301,year_3,ElasticSearch,DATABASE,False
year_3_001302,year_3,ElasticSearch,DATABASE,False
year_3_001305,year_3,ElasticSearch,DATABASE,False
year_3_001306,year_3,ElasticSearch,DATABASE,False
year_3_001307,year_3,ElasticSearch,DATABASE,False
year_3_001308,year_3,ElasticSearch,DATABASE,False
year_3_001309,year_3,ElasticSearch,DATABASE,False
year_3_001310,year_3,ElasticSearch,DATABASE,False
year_3_001314,year_3,ElasticSearch,DATABASE,False
year_3_001317,year_3,ElasticSearch,DATABASE,True
year_3_001318,year_3,ElasticSearch,DATABASE,False
year_3_001319,year_3,ElasticSearch,DATABASE,False
year_3_001320,year_3,ElasticSearch,DATABASE,True
year_3_001323,year_3,ElasticSearch,DATABASE,False
year_3_001325,year_3,ElasticSearch,DATABASE,False
year_3_001327,year_3,ElasticSearch,DATABASE,False
year_3_001328,year_3,ElasticSearch,DATABASE,False
year_3_001329,year_3,ElasticSearch,DATABASE,False
year_3_001331,year_3,ElasticSearch,DATABASE,False
year_3_001332,year_3,ElasticSearch,DATABASE,False
year_3_001333,year_3,ElasticSearch,DATABASE,False
year_3_001334,year_3,ElasticSearch,DATABASE,False
year_3_001336,year_3,ElasticSearch,DATABASE,False
year_3_001337,year_3,ElasticSearch,DATABASE,False
year_3_001338,year_3,ElasticSearch,DATABASE,False
year_3_001340,year_3,ElasticSearch,DATABASE,False
year_3_001341,year_3,ElasticSearch,DATABASE,False
year_3_001343,year_3,ElasticSearch,DATABASE,True
year_3_001345,year_3,ElasticSearch,DATABASE,False
year_3_001346,year_3,ElasticSearch,DATABASE,False
year_3_001349,year_3,ElasticSearch,DATABASE,False
year_3_001351,year_3,ElasticSearch,DATABASE,False
year_3_001354,year_3,ElasticSearch,DATABASE,False
year_3_001356,year_3,ElasticSearch,DATABASE,False
year_3_001357,year_3,ElasticSearch,DATABASE,False
year_3_001363,year_3,ElasticSearch,DATABASE,False
year_3_001364,year_3,ElasticSearch,DATABASE,False
year_3_001365,year_3,ElasticSearch,DATABASE,False
year_3_001366,year_3,ElasticSearch,DATABASE,False
year_3_001368,year_3,ElasticSearch,DATABASE,False
year_3_001369,year_3,ElasticSearch,DATABASE,False
year_3_001370,year_3,ElasticSearch,DATABASE,False
year_3_001371,year_3,ElasticSearch,DATABASE,False
year_3_001372,year_3,ElasticSearch,DATABASE,False
year_3_001374,year_3,ElasticSearch,DATABASE,False
year_3_001376,year_3,ElasticSearch,DATABASE,True
year_3_001377,year_3,ElasticSearch,DATABASE,False
year_3_001379,year_3,ElasticSearch,DATABASE,False
year_3_001380,year_3,ElasticSearch,DATABASE,False
year_3_001382,year_3,ElasticSearch,DATABASE,False
year_3_001384,year_3,ElasticSearch,DATABASE,False
year_3_001386,year_3,ElasticSearch,DATABASE,False
year_3_001388,year_3,ElasticSearch,DATABASE,False
year_3_001389,year_3,ElasticSearch,DATABASE,False
year_3_001390,year_3,ElasticSearch,DATABASE,True
year_3_001392,year_3,ElasticSearch,DATABASE,False
year_3_001393,year_3,ElasticSearch,DATABASE,False
year_3_001394,year_3,ElasticSearch,DATABASE,False
year_3_001395,year_3,ElasticSearch,DATABASE,False
year_3_001396,year_3,ElasticSearch,DATABASE,False
year_3_001397,year_3,ElasticSearch,DATABASE,False
year_3_001398,year_3,ElasticSearch,DATABASE,False
year_3_001399,year_3,ElasticSearch,DATABASE,False
year_3_001400,year_3,ElasticSearch,DATABASE,False
year_3_001401,year_3,ElasticSearch,DATABASE,False
year_3_001402,year_3,ElasticSearch,DATABASE,False
year_3_001403,year_3,ElasticSearch,DATABASE,False
year_3_001405,year_3,ElasticSearch,DATABASE,False
year_3_001406,year_3,ElasticSearch,DATABASE,True
year_3_001407,year_3,ElasticSearch,DATABASE,False
year_3_001409,year_3,ElasticSearch,DATABASE,False
year_3_001410,year_3,ElasticSearch,DATABASE,False
year_3_001411,year_3,ElasticSearch,DATABASE,False
year_3_001412,year_3,ElasticSearch,DATABASE,False
year_3_001414,year_3,ElasticSearch,DATABASE,True
year_3_001415,year_3,ElasticSearch,DATABASE,False
year_3_001417,year_3,ElasticSearch,DATABASE,False
year_3_001418,year_3,ElasticSearch,DATABASE,False
year_3_001419,year_3,ElasticSearch,DATABASE,False
year_3_001420,year_3,ElasticSearch,DATABASE,False
year_3_001423,year_3,ElasticSearch,DATABASE,False
year_3_001424,year_3,ElasticSearch,DATABASE,False
year_3_001427,year_3,ElasticSearch,DATABASE,False
year_3_001429,year_3,ElasticSearch,DATABASE,False
year_3_001430,year_3,ElasticSearch,DATABASE,False
year_3_001431,year_3,ElasticSearch,DATABASE,False
year_3_001433,year_3,ElasticSearch,DATABASE,False
year_3_001435,year_3,ElasticSearch,DATABASE,False
year_3_001438,year_3,ElasticSearch,DATABASE,False
year_3_001439,year_3,ElasticSearch,DATABASE,False
year_3_001440,year_3,ElasticSearch,DATABASE,False
year_3_001441,year_3,ElasticSearch,DATABASE,False
year_3_001442,year_3,ElasticSearch,DATABASE,False
year_3_001444,year_3,ElasticSearch,DATABASE,False
year_3_001446,year_3,ElasticSearch,DATABASE,False
year_3_001447,year_3,ElasticSearch,DATABASE,False
year_3_001448,year_3,ElasticSearch,DATABASE,False
year_3_001449,year_3,ElasticSearch,DATABASE,False
year_3_001451,year_3,ElasticSearch,DATABASE,False
year_3_001453,year_3,ElasticSearch,DATABASE,False
year_3_001454,year_3,ElasticSearch,DATABASE,False
year_3_001455,year_3,ElasticSearch,DATABASE,False
year_3_001456,year_3,ElasticSearch,DATABASE,False
year_3_001459,year_3,ElasticSearch,DATABASE,False
year_3_001462,year_3,ElasticSearch,DATABASE,False
year_3_001463,year_3,ElasticSearch,DATABASE,False
year_3_001467,year_3,ElasticSearch,DATABASE,False
year_3_001468,year_3,ElasticSearch,DATABASE,False
year_3_001472,year_3,ElasticSearch,DATABASE,False
year_3_001473,year_3,ElasticSearch,DATABASE,False
year_3_001474,year_3,ElasticSearch,DATABASE,False
year_3_001475,year_3,ElasticSearch,DATABASE,False
year_3_001476,year_3,ElasticSearch,DATABASE,False
year_3_001479,year_3,ElasticSearch,DATABASE,False
year_3_001482,year_3,ElasticSearch,DATABASE,False
year_3_001484,year_3,ElasticSearch,DATABASE,False
year_3_001485,year_3,ElasticSearch,DATABASE,False
year_3_001489,year_3,ElasticSearch,DATABASE,False
year_3_001490,year_3,ElasticSearch,DATABASE,False
year_3_001492,year_3,ElasticSearch,DATABASE,False
year_3_001494,year_3,ElasticSearch,DATABASE,False
year_3_001498,year_3,ElasticSearch,DATABASE,False
year_3_001499,year_3,ElasticSearch,DATABASE,False
year_3_001501,year_3,ElasticSearch,DATABASE,False
year_3_001502,year_3,ElasticSearch,DATABASE,False
year_3_001504,year_3,ElasticSearch,DATABASE,False
year_3_001505,year_3,ElasticSearch,DATABASE,False
year_3_001506,year_3,ElasticSearch,DATABASE,False
year_3_001507,year_3,ElasticSearch,DATABASE,False
year_3_001508,year_3,ElasticSearch,DATABASE,False
year_3_001509,year_3,ElasticSearch,DATABASE,False
year_3_001510,year_3,ElasticSearch,DATABASE,False
year_3_001511,year_3,ElasticSearch,DATABASE,False
year_3_001514,year_3,ElasticSearch,DATABASE,False
year_3_001517,year_3,ElasticSearch,DATABASE,False
year_3_001518,year_3,ElasticSearch,DATABASE,False
year_3_001519,year_3,ElasticSearch,DATABASE,False
year_3_001520,year_3,ElasticSearch,DATABASE,False
year_3_001521,year_3,ElasticSearch,DATABASE,False
year_3_001522,year_3,ElasticSearch,DATABASE,False
year_3_001523,year_3,ElasticSearch,DATABASE,False
year_3_001524,year_3,ElasticSearch,DATABASE,False
year_3_001526,year_3,ElasticSearch,DATABASE,False
year_3_001527,year_3,ElasticSearch,DATABASE,False
year_3_001528,year_3,ElasticSearch,DATABASE,False
year_3_001529,year_3,ElasticSearch,DATABASE,False
year_3_001531,year_3,ElasticSearch,DATABASE,False
year_3_001532,year_3,ElasticSearch,DATABASE,False
year_3_001533,year_3,ElasticSearch,DATABASE,False
year_3_001536,year_3,ElasticSearch,DATABASE,False
year_3_001537,year_3,ElasticSearch,DATABASE,False
year_3_001541,year_3,ElasticSearch,DATABASE,True
year_3_001542,year_3,ElasticSearch,DATABASE,False
year_3_001543,year_3,ElasticSearch,DATABASE,False
year_3_001545,year_3,ElasticSearch,DATABASE,False
year_3_001546,year_3,ElasticSearch,DATABASE,False
year_3_001552,year_3,ElasticSearch,DATABASE,False
year_3_001553,year_3,ElasticSearch,DATABASE,False
year_3_001554,year_3,ElasticSearch,DATABASE,False
year_3_001555,year_3,ElasticSearch,DATABASE,False
year_3_001558,year_3,ElasticSearch,DATABASE,False
year_3_001560,year_3,ElasticSearch,DATABASE,False
year_3_001562,year_3,ElasticSearch,DATABASE,False
year_3_001563,year_3,ElasticSearch,DATABASE,False
year_3_001565,year_3,ElasticSearch,DATABASE,False
year_3_001568,year_3,ElasticSearch,DATABASE,False
year_3_001569,year_3,ElasticSearch,DATABASE,False
year_3_001570,year_3,ElasticSearch,DATABASE,False
year_3_001571,year_3,ElasticSearch,DATABASE,False
year_3_001572,year_3,ElasticSearch,DATABASE,False
year_3_001573,year_3,ElasticSearch,DATABASE,False
year_3_001575,year_3,ElasticSearch,DATABASE,False
year_3_001576,year_3,ElasticSearch,DATABASE,False
year_3_001578,year_3,ElasticSearch,DATABASE,False
year_3_001580,year_3,ElasticSearch,DATABASE,False
year_3_001581,year_3,ElasticSearch,DATABASE,False
year_3_001582,year_3,ElasticSearch,DATABASE,False
year_3_001583,year_3,ElasticSearch,DATABASE,False
year_3_001584,year_3,ElasticSearch,DATABASE,False
year_3_001586,year_3,ElasticSearch,DATABASE,False
year_3_001587,year_3,ElasticSearch,DATABASE,False
year_3_001588,year_3,ElasticSearch,DATABASE,False
year_3_001590,year_3,ElasticSearch,DATABASE,False
year_3_001591,year_3,ElasticSearch,DATABASE,False
year_3_001593,year_3,ElasticSearch,DATABASE,False
year_3_001594,year_3,ElasticSearch,DATABASE,False
year_3_001595,year_3,ElasticSearch,DATABASE,False
year_3_001596,year_3,ElasticSearch,DATABASE,False
year_3_001599,year_3,ElasticSearch,DATABASE,False
year_3_001600,year_3,ElasticSearch,DATABASE,False
year_3_001601,year_3,ElasticSearch,DATABASE,False
year_3_001602,year_3,ElasticSearch,DATABASE,False
year_3_001604,year_3,ElasticSearch,DATABASE,False
year_3_001605,year_3,ElasticSearch,DATABASE,False
year_3_001606,year_3,ElasticSearch,DATABASE,False
year_3_001608,year_3,ElasticSearch,DATABASE,False
year_3_001609,year_3,ElasticSearch,DATABASE,False
year_3_001610,year_3,ElasticSearch,DATABASE,False
year_3_001612,year_3,ElasticSearch,DATABASE,False
year_3_001614,year_3,ElasticSearch,DATABASE,False
year_3_001615,year_3,ElasticSearch,DATABASE,False
year_3_001616,year_3,ElasticSearch,DATABASE,False
year_3_001617,year_3,ElasticSearch,DATABASE,False
year_3_001619,year_3,ElasticSearch,DATABASE,False
year_3_001620,year_3,ElasticSearch,DATABASE,False
year_3_001622,year_3,ElasticSearch,DATABASE,False
year_3_001624,year_3,ElasticSearch,DATABASE,False
year_3_001626,year_3,ElasticSearch,DATABASE,False
year_3_001627,year_3,ElasticSearch,DATABASE,False
year_3_001629,year_3,ElasticSearch,DATABASE,False
year_3_001630,year_3,ElasticSearch,DATABASE,False
year_3_001631,year_3,ElasticSearch,DATABASE,False
year_3_001632,year_3,ElasticSearch,DATABASE,True
year_3_001633,year_3,ElasticSearch,DATABASE,False
year_3_001634,year_3,ElasticSearch,DATABASE,False
year_3_001635,year_3,ElasticSearch,DATABASE,False
year_3_001637,year_3,ElasticSearch,DATABASE,False
year_3_001638,year_3,ElasticSearch,DATABASE,False
year_3_001639,year_3,ElasticSearch,DATABASE,False
year_3_001640,year_3,ElasticSearch,DATABASE,False
year_3_001642,year_3,ElasticSearch,DATABASE,False
year_3_001643,year_3,ElasticSearch,DATABASE,False
year_3_001644,year_3,ElasticSearch,DATABASE,False
year_3_001645,year_3,ElasticSearch,DATABASE,False
year_3_001647,year_3,ElasticSearch,DATABASE,False
year_3_001648,year_3,ElasticSearch,DATABASE,False
year_3_001650,year_3,ElasticSearch,DATABASE,False
year_3_001653,year_3,ElasticSearch,DATABASE,False
year_3_001655,year_3,ElasticSearch,DATABASE,False
year_3_001656,year_3,ElasticSearch,DATABASE,True
year_3_001657,year_3,ElasticSearch,DATABASE,True
year_3_001660,year_3,ElasticSearch,DATABASE,False
year_3_001661,year_3,ElasticSearch,DATABASE,False
year_3_001662,year_3,ElasticSearch,DATABASE,False
year_3_001664,year_3,ElasticSearch,DATABASE,False
year_3_001665,year_3,ElasticSearch,DATABASE,False
year_3_001667,year_3,ElasticSearch,DATABASE,False
year_3_001671,year_3,ElasticSearch,DATABASE,True
year_3_001672,year_3,ElasticSearch,DATABASE,False
year_3_001678,year_3,ElasticSearch,DATABASE,False
year_3_001679,year_3,ElasticSearch,DATABASE,True
year_3_001680,year_3,ElasticSearch,DATABASE,False
year_3_001681,year_3,ElasticSearch,DATABASE,False
year_3_001683,year_3,ElasticSearch,DATABASE,False
year_3_001684,year_3,ElasticSearch,DATABASE,False
year_3_001685,year_3,ElasticSearch,DATABASE,False
year_3_001688,year_3,ElasticSearch,DATABASE,True
year_3_001693,year_3,ElasticSearch,DATABASE,False
year_3_001694,year_3,ElasticSearch,DATABASE,False
year_3_001695,year_3,ElasticSearch,DATABASE,False
year_3_001697,year_3,ElasticSearch,DATABASE,False
year_3_001698,year_3,ElasticSearch,DATABASE,False
year_3_001699,year_3,ElasticSearch,DATABASE,False
year_3_001701,year_3,ElasticSearch,DATABASE,False
year_3_001703,year_3,ElasticSearch,DATABASE,False
year_3_001705,year_3,ElasticSearch,DATABASE,False
year_3_001706,year_3,ElasticSearch,DATABASE,False
year_3_001707,year_3,ElasticSearch,DATABASE,False
year_3_001708,year_3,ElasticSearch,DATABASE,False
year_3_001711,year_3,ElasticSearch,DATABASE,False
year_3_001712,year_3,ElasticSearch,DATABASE,False
year_3_001713,year_3,ElasticSearch,DATABASE,False
year_3_001714,year_3,ElasticSearch,DATABASE,False
year_3_001715,year_3,ElasticSearch,DATABASE,False
year_3_001718,year_3,ElasticSearch,DATABASE,False
year_3_001719,year_3,ElasticSearch,DATABASE,False
year_3_001722,year_3,ElasticSearch,DATABASE,False
year_3_001723,year_3,ElasticSearch,DATABASE,False
year_3_001724,year_3,ElasticSearch,DATABASE,False
year_3_001729,year_3,ElasticSearch,DATABASE,False
year_3_001730,year_3,ElasticSearch,DATABASE,False
year_3_001731,year_3,ElasticSearch,DATABASE,False
year_3_001732,year_3,ElasticSearch,DATABASE,False
year_3_001733,year_3,ElasticSearch,DATABASE,False
year_3_001734,year_3,ElasticSearch,DATABASE,False
year_3_001736,year_3,ElasticSearch,DATABASE,False
year_3_001740,year_3,ElasticSearch,DATABASE,False
year_3_001741,year_3,ElasticSearch,DATABASE,False
year_3_001742,year_3,ElasticSearch,DATABASE,False
year_3_001745,year_3,ElasticSearch,DATABASE,False
year_3_001746,year_3,ElasticSearch,DATABASE,False
year_3_001747,year_3,ElasticSearch,DATABASE,False
year_3_001749,year_3,ElasticSearch,DATABASE,False
year_3_001751,year_3,ElasticSearch,DATABASE,False
year_3_001752,year_3,ElasticSearch,DATABASE,False
year_3_001753,year_3,ElasticSearch,DATABASE,False
year_3_001757,year_3,ElasticSearch,DATABASE,False
year_3_001759,year_3,ElasticSearch,DATABASE,False
year_3_001760,year_3,ElasticSearch,DATABASE,False
year_3_001761,year_3,ElasticSearch,DATABASE,False
year_3_001762,year_3,ElasticSearch,DATABASE,False
year_3_001763,year_3,ElasticSearch,DATABASE,False
year_3_001764,year_3,ElasticSearch,DATABASE,False
year_3_001767,year_3,ElasticSearch,DATABASE,False
year_3_001769,year_3,ElasticSearch,DATABASE,False
year_3_001770,year_3,ElasticSearch,DATABASE,False
year_3_001771,year_3,ElasticSearch,DATABASE,False
year_3_001772,year_3,ElasticSearch,DATABASE,False
year_3_001775,year_3,ElasticSearch,DATABASE,False
year_3_001776,year_3,ElasticSearch,DATABASE,False
year_3_001777,year_3,ElasticSearch,DATABASE,False
year_3_001780,year_3,ElasticSearch,DATABASE,False
year_3_001781,year_3,ElasticSearch,DATABASE,False
year_3_001784,year_3,ElasticSearch,DATABASE,False
year_3_001786,year_3,ElasticSearch,DATABASE,False
year_3_001787,year_3,ElasticSearch,DATABASE,False
year_3_001788,year_3,ElasticSearch,DATABASE,False
year_3_001789,year_3,ElasticSearch,DATABASE,False
year_3_001790,year_3,ElasticSearch,DATABASE,False
year_3_001793,year_3,ElasticSearch,DATABASE,False
year_3_001794,year_3,ElasticSearch,DATABASE,False
year_3_001795,year_3,ElasticSearch,DATABASE,False
year_3_001796,year_3,ElasticSearch,DATABASE,False
year_3_001797,year_3,ElasticSearch,DATABASE,False
year_3_001798,year_3,ElasticSearch,DATABASE,False
year_3_001799,year_3,ElasticSearch,DATABASE,False
year_3_001800,year_3,ElasticSearch,DATABASE,False
year_3_001801,year_3,ElasticSearch,DATABASE,False
year_3_001802,year_3,ElasticSearch,DATABASE,False
year_3_001803,year_3,ElasticSearch,DATABASE,False
year_3_001804,year_3,ElasticSearch,DATABASE,False
year_3_001805,year_3,ElasticSearch,DATABASE,False
year_3_001806,year_3,ElasticSearch,DATABASE,False
year_3_001807,year_3,ElasticSearch,DATABASE,False
year_3_001809,year_3,ElasticSearch,DATABASE,False
year_3_001810,year_3,ElasticSearch,DATABASE,False
year_3_001811,year_3,ElasticSearch,DATABASE,False
year_3_001812,year_3,ElasticSearch,DATABASE,False
year_3_001814,year_3,ElasticSearch,DATABASE,False
year_3_001815,year_3,ElasticSearch,DATABASE,False
year_3_001816,year_3,ElasticSearch,DATABASE,False
year_3_001818,year_3,ElasticSearch,DATABASE,False
year_3_001819,year_3,ElasticSearch,DATABASE,False
year_3_001821,year_3,ElasticSearch,DATABASE,False
year_3_001822,year_3,ElasticSearch,DATABASE,True
year_3_001823,year_3,ElasticSearch,DATABASE,False
year_3_001825,year_3,ElasticSearch,DATABASE,True
year_3_001828,year_3,ElasticSearch,DATABASE,False
year_3_001830,year_3,ElasticSearch,DATABASE,False
year_3_001831,year_3,ElasticSearch,DATABASE,False
year_3_001834,year_3,ElasticSearch,DATABASE,False
year_3_001835,year_3,ElasticSearch,DATABASE,False
year_3_001836,year_3,ElasticSearch,DATABASE,False
year_3_001837,year_3,ElasticSearch,DATABASE,False
year_3_001838,year_3,ElasticSearch,DATABASE,False
year_3_001840,year_3,ElasticSearch,DATABASE,False
year_3_001841,year_3,ElasticSearch,DATABASE,False
year_3_001842,year_3,ElasticSearch,DATABASE,False
year_3_001843,year_3,ElasticSearch,DATABASE,True
year_3_001844,year_3,ElasticSearch,DATABASE,False
year_3_001845,year_3,ElasticSearch,DATABASE,False
year_3_001847,year_3,ElasticSearch,DATABASE,False
year_3_001848,year_3,ElasticSearch,DATABASE,False
year_3_001849,year_3,ElasticSearch,DATABASE,False
year_3_001850,year_3,ElasticSearch,DATABASE,False
year_3_001851,year_3,ElasticSearch,DATABASE,False
year_3_001853,year_3,ElasticSearch,DATABASE,False
year_3_001854,year_3,ElasticSearch,DATABASE,False
year_3_001857,year_3,ElasticSearch,DATABASE,False
year_3_001858,year_3,ElasticSearch,DATABASE,False
year_3_001859,year_3,ElasticSearch,DATABASE,False
year_3_001860,year_3,ElasticSearch,DATABASE,False
year_3_001861,year_3,ElasticSearch,DATABASE,False
year_3_001862,year_3,ElasticSearch,DATABASE,False
year_3_001864,year_3,ElasticSearch,DATABASE,False
year_3_001865,year_3,ElasticSearch,DATABASE,False
year_3_001867,year_3,ElasticSearch,DATABASE,False
year_3_001868,year_3,ElasticSearch,DATABASE,False
year_3_001869,year_3,ElasticSearch,DATABASE,False
year_3_001870,year_3,ElasticSearch,DATABASE,False
year_3_001871,year_3,ElasticSearch,DATABASE,False
year_3_001872,year_3,ElasticSearch,DATABASE,False
year_3_001873,year_3,ElasticSearch,DATABASE,False
year_3_001875,year_3,ElasticSearch,DATABASE,False
year_3_001878,year_3,ElasticSearch,DATABASE,False
year_3_001879,year_3,ElasticSearch,DATABASE,False
year_3_001881,year_3,ElasticSearch,DATABASE,False
year_3_001882,year_3,ElasticSearch,DATABASE,False
year_3_001883,year_3,ElasticSearch,DATABASE,False
year_3_001885,year_3,ElasticSearch,DATABASE,False
year_3_001886,year_3,ElasticSearch,DATABASE,False
year_3_001887,year_3,ElasticSearch,DATABASE,False
year_3_001888,year_3,ElasticSearch,DATABASE,False
year_3_001889,year_3,ElasticSearch,DATABASE,False
year_3_001891,year_3,ElasticSearch,DATABASE,False
year_3_001892,year_3,ElasticSearch,DATABASE,False
year_3_001894,year_3,ElasticSearch,DATABASE,False
year_3_001895,year_3,ElasticSearch,DATABASE,False
year_3_001896,year_3,ElasticSearch,DATABASE,True
year_3_001897,year_3,ElasticSearch,DATABASE,True
year_3_001898,year_3,ElasticSearch,DATABASE,False
year_3_001906,year_3,ElasticSearch,DATABASE,False
year_3_001907,year_3,ElasticSearch,DATABASE,False
year_3_001908,year_3,ElasticSearch,DATABASE,False
year_3_001909,year_3,ElasticSearch,DATABASE,False
year_3_001910,year_3,ElasticSearch,DATABASE,False
year_3_001911,year_3,ElasticSearch,DATABASE,False
year_3_001912,year_3,ElasticSearch,DATABASE,False
year_3_001913,year_3,ElasticSearch,DATABASE,False
year_3_001914,year_3,ElasticSearch,DATABASE,False
year_3_001915,year_3,ElasticSearch,DATABASE,False
year_3_001918,year_3,ElasticSearch,DATABASE,False
year_3_001920,year_3,ElasticSearch,DATABASE,False
year_3_001921,year_3,ElasticSearch,DATABASE,False
year_3_001922,year_3,ElasticSearch,DATABASE,False
year_3_001923,year_3,ElasticSearch,DATABASE,False
year_3_001924,year_3,ElasticSearch,DATABASE,False
year_3_001926,year_3,ElasticSearch,DATABASE,False
year_3_001928,year_3,ElasticSearch,DATABASE,False
year_3_001929,year_3,ElasticSearch,DATABASE,False
year_3_001930,year_3,ElasticSearch,DATABASE,False
year_3_001931,year_3,ElasticSearch,DATABASE,False
year_3_001933,year_3,ElasticSearch,DATABASE,False
year_3_001935,year_3,ElasticSearch,DATABASE,False
year_3_001936,year_3,ElasticSearch,DATABASE,False
year_3_001938,year_3,ElasticSearch,DATABASE,False
year_3_001939,year_3,ElasticSearch,DATABASE,False
year_3_001940,year_3,ElasticSearch,DATABASE,False
year_3_001941,year_3,ElasticSearch,DATABASE,False
year_3_001942,year_3,ElasticSearch,DATABASE,False
year_3_001944,year_3,ElasticSearch,DATABASE,False
year_3_001945,year_3,ElasticSearch,DATABASE,False
year_3_001949,year_3,ElasticSearch,DATABASE,True
year_3_001951,year_3,ElasticSearch,DATABASE,False
year_3_001953,year_3,ElasticSearch,DATABASE,False
year_3_001954,year_3,ElasticSearch,DATABASE,False
year_3_001956,year_3,ElasticSearch,DATABASE,False
year_3_001958,year_3,ElasticSearch,DATABASE,False
year_3_001960,year_3,ElasticSearch,DATABASE,False
year_3_001961,year_3,ElasticSearch,DATABASE,True
year_3_001962,year_3,ElasticSearch,DATABASE,False
